1nic1, tabu_legnth, 1, 1, 2332930.7020997917, 13.936296379, 0, 59, 20, 225, 154, 308, 184, 301, 245, 492
2nic1, tabu_legnth, 1, 2, 2320018.794888502, 11.23729003, 0, 176, 110, 306, 164, 320, 244, 317, 256, 505
3nic1, tabu_legnth, 1, 3, 2346689.749999331, 13.388929722, 0, 136, 153, 317, 173, 335, 282, 339, 269, 516
4nic1, tabu_legnth, 1, 4, 2324759.7707673223, 12.015501545, 0, 118, 111, 297, 158, 320, 259, 311, 249, 502
5nic1, tabu_legnth, 1, 5, 2325171.493665745, 12.366145857, 0, 175, 76, 247, 159, 304, 206, 328, 258, 499
6nic1, tabu_legnth, 1, 6, 2340254.3362869415, 15.354954503, 0, 179, 52, 238, 160, 304, 194, 299, 254, 493
7nic1, tabu_legnth, 1, 7, 2366223.5183158377, 10.123986665, 0, 146, 22, 249, 161, 325, 211, 306, 261, 506
8nic1, tabu_legnth, 1, 8, 2307882.2356762597, 17.341774222, 0, 208, 66, 235, 167, 321, 199, 328, 259, 503
9nic1, tabu_legnth, 1, 9, 2320432.79123797, 23.196898648, 0, 184, 38, 220, 165, 324, 160, 320, 257, 505
10nic1, tabu_legnth, 1, 10, 2327626.876087534, 19.07997032, 0, 155, 58, 244, 161, 290, 189, 322, 254, 474
11nic1, tabu_legnth, 1, 11, 2307010.7318385416, 34.625095693, 0, 203, 49, 242, 161, 311, 188, 311, 252, 501
12nic1, tabu_legnth, 1, 12, 2316982.50455849, 19.276951538, 0, 168, 72, 241, 167, 324, 195, 317, 258, 506
13nic1, tabu_legnth, 1, 13, 2310123.4042751286, 16.15927351, 3, 168, 0, 179, 154, 297, 124, 317, 247, 488
14nic1, tabu_legnth, 1, 14, 2320886.16129746, 21.000018877, 6, 166, 0, 202, 158, 314, 125, 305, 250, 499
15nic1, tabu_legnth, 1, 15, 2331377.466754903, 12.39630647, 0, 214, 72, 298, 170, 322, 228, 327, 262, 506
16nic1, tabu_legnth, 1, 16, 2308703.9046954545, 11.546280365, 0, 198, 46, 236, 155, 323, 203, 318, 254, 504
17nic1, tabu_legnth, 1, 17, 2311231.8530855076, 18.695087085, 0, 198, 81, 289, 151, 301, 219, 316, 249, 485
18nic1, tabu_legnth, 1, 18, 2306917.8470734665, 20.20153647, 0, 200, 39, 219, 161, 314, 181, 323, 254, 497
19nic1, tabu_legnth, 1, 19, 2322006.0806203275, 25.046830202, 0, 159, 60, 240, 163, 311, 192, 324, 257, 495
20nic1, tabu_legnth, 1, 20, 2343952.972104592, 10.907892393, 0, 171, 41, 243, 171, 334, 203, 337, 262, 516
21nic1, tabu_legnth, 1, 21, 2329962.8612687318, 15.911234509, 10, 187, 0, 158, 163, 296, 121, 317, 254, 498
22nic1, tabu_legnth, 1, 22, 2321937.4256123765, 28.955310493, 0, 147, 96, 272, 158, 311, 218, 324, 251, 493
23nic1, tabu_legnth, 1, 23, 2321949.144843109, 19.081296751, 0, 120, 12, 219, 151, 293, 187, 296, 242, 474
24nic1, tabu_legnth, 1, 24, 2325654.474176502, 8.925303948, 0, 215, 32, 237, 167, 323, 186, 318, 259, 505
25nic1, tabu_legnth, 1, 25, 2302492.1282900576, 10.000307436, 0, 202, 82, 239, 164, 305, 206, 323, 255, 494
26nic1, tabu_legnth, 1, 26, 2337998.3492737305, 24.977879268, 4, 172, 0, 246, 167, 318, 201, 321, 259, 509
27nic1, tabu_legnth, 1, 27, 2341568.649337725, 12.526324971, 0, 199, 25, 247, 169, 323, 187, 310, 260, 505
28nic1, tabu_legnth, 1, 28, 2346567.1796797314, 15.248666835, 0, 65, 23, 237, 154, 299, 190, 301, 247, 493
29nic1, tabu_legnth, 1, 29, 2332940.6302510723, 14.531861624, 0, 178, 28, 233, 165, 318, 187, 330, 256, 510
30nic1, tabu_legnth, 1, 30, 2326413.6885144035, 11.104954368, 0, 146, 63, 244, 161, 312, 196, 324, 252, 502
31nic1, tabu_legnth, 1, 31, 2316161.8103652783, 25.487910567, 0, 177, 90, 298, 156, 317, 217, 319, 249, 503
32nic1, tabu_legnth, 1, 32, 2308354.5431778342, 19.684067493, 0, 170, 63, 229, 159, 314, 185, 312, 252, 498
33nic1, tabu_legnth, 1, 33, 2315449.7729776287, 9.242652311, 0, 133, 46, 237, 160, 309, 167, 320, 252, 500
34nic1, tabu_legnth, 1, 34, 2321299.675706125, 10.686431515, 0, 208, 57, 242, 163, 311, 193, 308, 255, 494
35nic1, tabu_legnth, 1, 35, 2323093.6326999227, 26.873904241, 0, 202, 38, 218, 164, 319, 187, 316, 257, 507
36nic1, tabu_legnth, 1, 36, 2337082.626860721, 12.334852797, 0, 171, 21, 225, 160, 316, 184, 299, 253, 503
37nic1, tabu_legnth, 1, 37, 2350363.543366091, 10.95189671, 0, 147, 88, 253, 177, 308, 209, 338, 268, 489
38nic1, tabu_legnth, 1, 38, 2303402.8823376237, 16.803235836, 0, 173, 52, 274, 156, 318, 215, 317, 248, 499
39nic1, tabu_legnth, 1, 39, 2308554.8327557305, 10.952654189, 3, 165, 0, 226, 156, 310, 125, 312, 248, 493
40nic1, tabu_legnth, 1, 40, 2327381.269556431, 12.691191861, 0, 162, 24, 233, 152, 282, 156, 309, 246, 491
41nic1, tabu_legnth, 1, 41, 2314384.2213145634, 16.600640802, 0, 138, 39, 213, 154, 290, 166, 317, 247, 477
