Some of these solutions are not valid. Example 2
1nic1, non-improving cycles, 1, 1927534.211094742, 0.594434214, 228, 294, 310, 0, 165, 106, 199, 131, 5, 223
2nic1, non-improving cycles, 2, 2084146.6278329438, 1.018151208, 231, 294, 336, 224, 148, 216, 245, 0, 64, 98
3nic1, non-improving cycles, 3, 1717578.5261773397, 0.48639002, 277, 309, 0, 174, 206, 25, 262, 69, 104, 270
4nic1, non-improving cycles, 4, 1946713.0745872403, 0.527066324, 245, 463, 481, 0, 371, 371, 386, 392, 217, 178
5nic1, non-improving cycles, 5, 1886599.0034400846, 0.35033341, 260, 408, 396, 0, 166, 370, 297, 325, 139, 121
6nic1, non-improving cycles, 6, 1854059.9721836867, 0.26118253, 290, 417, 67, 337, 386, 185, 356, 234, 190, 0
7nic1, non-improving cycles, 7, 1556369.0474897036, 0.29419214, 207, 329, 111, 0, 310, 248, 292, 283, 127, 129
8nic1, non-improving cycles, 8, 1552890.4829313857, 0.541273036, 162, 327, 339, 0, 283, 259, 246, 252, 95, 148
9nic1, non-improving cycles, 9, 1607112.9918894903, 0.690320773, 38, 300, 0, 153, 297, 320, 279, 269, 113, 57
10nic1, non-improving cycles, 10, 1786305.3518288522, 0.481846034, 315, 389, 404, 193, 253, 342, 313, 301, 154, 0
11nic1, non-improving cycles, 11, 1776995.1551586986, 0.690066643, 329, 362, 419, 0, 234, 308, 325, 317, 163, 182
12nic1, non-improving cycles, 12, 1898710.3697956263, 0.673245218, 160, 321, 341, 95, 283, 244, 229, 262, 36, 0
13nic1, non-improving cycles, 13, 1678298.242907398, 0.529065583, 313, 383, 53, 0, 157, 320, 319, 286, 164, 177
14nic1, non-improving cycles, 14, 1734773.0967525807, 1.550579789, 195, 336, 391, 0, 350, 364, 298, 211, 142, 314
15nic1, non-improving cycles, 15, 1786706.7777590258, 1.257823797, 296, 355, 382, 0, 228, 183, 258, 295, 101, 105
16nic1, non-improving cycles, 16, 1838967.525336274, 0.634019425, 89, 225, 311, 103, 218, 257, 220, 213, 56, 0
17nic1, non-improving cycles, 17, 1727082.4874608633, 0.730241263, 194, 345, 390, 0, 307, 310, 280, 292, 105, 192
18nic1, non-improving cycles, 18, 1730832.5706147335, 0.974283483, 75, 280, 189, 108, 198, 141, 199, 206, 35, 0
19nic1, non-improving cycles, 19, 1767672.2814977705, 1.776512171, 68, 322, 349, 0, 298, 252, 253, 252, 69, 138
20nic1, non-improving cycles, 20, 1679954.1035535142, 1.939476226, 203, 294, 90, 140, 312, 188, 282, 272, 98, 0
21nic1, non-improving cycles, 21, 1639936.808307073, 1.481952561, 298, 336, 0, 119, 236, 269, 298, 291, 140, 7
