1nic1, non-improving cycles, 1, 1, 2436147.0028997473, 0.897101957, 0, 235, 107, 328, 169, 341, 236, 358, 266, 526
2nic1, non-improving cycles, 1, 2, 2350204.8771062167, 0.936583569, 0, 124, 71, 226, 170, 310, 194, 316, 261, 492
3nic1, non-improving cycles, 1, 3, 2307303.1263105473, 1.217697406, 0, 161, 71, 234, 154, 305, 200, 290, 245, 495
4nic1, non-improving cycles, 1, 4, 2531291.2742187423, 0.52481408, 0, 220, 27, 204, 217, 350, 157, 322, 312, 561
5nic1, non-improving cycles, 1, 5, 2408479.535758155, 1.461767725, 0, 222, 15, 210, 199, 357, 163, 354, 290, 540
6nic1, non-improving cycles, 1, 6, 2363011.3984372546, 1.513171931, 0, 171, 29, 234, 170, 278, 186, 330, 261, 485
7nic1, non-improving cycles, 1, 7, 2347045.4619711475, 1.213424861, 0, 207, 55, 250, 167, 312, 216, 323, 264, 514
8nic1, non-improving cycles, 1, 8, 2389771.290937258, 1.010697575, 15, 0, 57, 238, 168, 319, 198, 308, 260, 506
9nic1, non-improving cycles, 1, 9, 2360357.3634128734, 1.925330432, 0, 198, 14, 230, 160, 327, 198, 304, 256, 510
10nic1, non-improving cycles, 1, 10, 2389743.134369168, 1.415155091, 9, 187, 0, 230, 174, 311, 180, 319, 269, 493
11nic1, non-improving cycles, 1, 11, 2353432.7728211023, 2.540006917, 12, 178, 0, 244, 168, 293, 131, 329, 261, 499
12nic1, non-improving cycles, 1, 12, 2330830.3275512215, 2.236526191, 0, 193, 96, 269, 160, 311, 220, 300, 253, 500
13nic1, non-improving cycles, 1, 13, 2371211.248857447, 2.760078983, 0, 183, 57, 254, 176, 316, 219, 312, 268, 497
14nic1, non-improving cycles, 1, 14, 2382140.3336896617, 2.372859426, 25, 186, 0, 248, 176, 310, 133, 306, 267, 496
15nic1, non-improving cycles, 1, 15, 2375636.3425663635, 2.321658709, 0, 169, 40, 239, 165, 285, 173, 311, 260, 466
16nic1, non-improving cycles, 1, 16, 2284378.4821350393, 2.140580844, 0, 194, 112, 298, 152, 310, 266, 316, 246, 495
17nic1, non-improving cycles, 1, 17, 2330002.734547698, 4.38416067, 0, 173, 43, 243, 162, 279, 188, 323, 253, 467
18nic1, non-improving cycles, 1, 18, 2356022.9818348936, 3.902970022, 0, 103, 64, 244, 155, 285, 205, 292, 246, 480
19nic1, non-improving cycles, 1, 19, 2331200.4889219245, 2.058299402, 0, 145, 65, 264, 160, 307, 213, 306, 251, 492
20nic1, non-improving cycles, 1, 20, 2359369.876465648, 3.807890859, 0, 175, 2, 222, 157, 325, 184, 310, 249, 508
21nic1, non-improving cycles, 1, 21, 2347092.831306371, 3.881987692, 0, 174, 33, 193, 172, 309, 161, 332, 263, 493
22nic1, non-improving cycles, 1, 22, 2371455.488229453, 5.13738366, 0, 209, 87, 256, 172, 329, 217, 324, 273, 521
23nic1, non-improving cycles, 1, 23, 2300887.10761034, 3.049606434, 0, 148, 19, 225, 157, 315, 182, 315, 248, 496
24nic1, non-improving cycles, 1, 24, 2371342.826106628, 3.057300817, 0, 164, 42, 225, 158, 319, 164, 295, 251, 508
25nic1, non-improving cycles, 1, 25, 2364320.165387802, 6.719639917, 0, 136, 8, 188, 171, 320, 138, 324, 264, 506
26nic1, non-improving cycles, 1, 26, 2351850.4107867624, 3.070250042, 0, 141, 2, 208, 171, 321, 174, 328, 262, 511
27nic1, non-improving cycles, 1, 27, 2347552.655166625, 4.634790549, 0, 175, 36, 219, 165, 303, 158, 326, 260, 495
28nic1, non-improving cycles, 1, 28, 2334450.5077290866, 5.203590576, 0, 184, 94, 262, 156, 308, 225, 287, 248, 490
29nic1, non-improving cycles, 1, 29, 2331184.122710975, 3.623436625, 0, 121, 42, 273, 157, 301, 214, 313, 249, 483
30nic1, non-improving cycles, 1, 30, 2371437.9968566354, 3.434439049, 0, 186, 70, 310, 159, 321, 226, 337, 258, 502
31nic1, non-improving cycles, 1, 31, 2342083.339833757, 3.352318305, 0, 161, 52, 231, 166, 298, 199, 312, 257, 479
32nic1, non-improving cycles, 1, 32, 2344515.5958683556, 5.925638987, 0, 142, 31, 186, 155, 323, 154, 312, 249, 505
33nic1, non-improving cycles, 1, 33, 2339289.602724079, 5.669410169, 0, 170, 76, 275, 162, 312, 226, 330, 260, 493
34nic1, non-improving cycles, 1, 34, 2299811.6326108063, 8.037011082, 0, 208, 50, 232, 156, 316, 189, 310, 248, 500
35nic1, non-improving cycles, 1, 35, 2343563.696630017, 3.556937469, 0, 148, 65, 272, 162, 282, 223, 319, 253, 469
36nic1, non-improving cycles, 1, 36, 2386419.9319235226, 6.106510215, 0, 218, 102, 301, 187, 335, 245, 337, 279, 530
37nic1, non-improving cycles, 1, 37, 2329971.726615469, 4.117444424, 0, 146, 35, 242, 161, 323, 178, 328, 254, 505
38nic1, non-improving cycles, 1, 38, 2389439.8079262436, 4.984306346, 0, 190, 55, 242, 159, 306, 206, 330, 270, 487
39nic1, non-improving cycles, 1, 39, 2324239.2764969086, 10.199653602, 0, 139, 44, 220, 153, 299, 171, 301, 247, 485
40nic1, non-improving cycles, 1, 40, 2306587.820216818, 8.30195066, 0, 170, 74, 235, 154, 317, 200, 316, 247, 502
41nic1, non-improving cycles, 1, 41, 2345076.82371858, 7.822606974, 1, 204, 0, 241, 155, 314, 205, 325, 251, 508
42nic1, non-improving cycles, 1, 42, 2332219.697090354, 8.565874787, 0, 223, 1, 204, 160, 327, 126, 319, 254, 508
43nic1, non-improving cycles, 1, 43, 2338344.3068772224, 6.870244978, 0, 210, 93, 252, 174, 324, 216, 314, 265, 505
44nic1, non-improving cycles, 1, 44, 2326198.9961666623, 11.194488919, 0, 147, 124, 307, 161, 319, 270, 318, 253, 506
45nic1, non-improving cycles, 1, 45, 2365767.1274440363, 8.337214409, 0, 195, 104, 263, 156, 320, 225, 289, 251, 506
46nic1, non-improving cycles, 1, 46, 2298444.9817010937, 6.927414483, 0, 163, 31, 232, 156, 313, 181, 309, 247, 495
47nic1, non-improving cycles, 1, 47, 2360331.227998658, 6.615304554, 0, 138, 89, 257, 169, 323, 210, 327, 268, 505
48nic1, non-improving cycles, 1, 48, 2356864.7016325006, 7.360962046, 0, 167, 70, 286, 173, 322, 229, 322, 265, 504
49nic1, non-improving cycles, 1, 49, 2319689.771943534, 11.909019975, 0, 170, 51, 244, 163, 311, 175, 323, 256, 497
50nic1, non-improving cycles, 1, 50, 2339434.786253567, 13.078616783, 0, 194, 45, 224, 172, 318, 190, 323, 263, 500
51nic1, non-improving cycles, 1, 52, 2326553.5869619604, 5.864379814, 0, 214, 113, 313, 174, 328, 271, 334, 265, 513
52nic1, non-improving cycles, 1, 54, 2307527.31002321, 19.542910042, 0, 166, 24, 235, 155, 304, 191, 308, 247, 485
53nic1, non-improving cycles, 1, 56, 2349908.074944133, 6.00452478, 0, 192, 80, 282, 175, 328, 230, 333, 268, 515
54nic1, non-improving cycles, 1, 58, 2324043.744052195, 6.428800095, 0, 183, 87, 287, 162, 309, 226, 327, 257, 494
55nic1, non-improving cycles, 1, 60, 2316306.9299249523, 12.483476396, 0, 186, 24, 231, 160, 310, 195, 322, 254, 498
56nic1, non-improving cycles, 1, 62, 2318882.990159144, 13.938669109, 0, 164, 26, 227, 156, 294, 184, 319, 250, 485
57nic1, non-improving cycles, 1, 64, 2327471.4691888783, 8.258701566, 0, 201, 74, 239, 156, 308, 204, 286, 250, 489
58nic1, non-improving cycles, 1, 66, 2369380.8858740693, 12.169216394, 12, 166, 0, 251, 180, 327, 205, 338, 272, 521
59nic1, non-improving cycles, 1, 68, 2297503.403484184, 8.284072525, 0, 155, 43, 223, 154, 297, 185, 316, 246, 483
60nic1, non-improving cycles, 1, 70, 2340814.709562425, 14.22318471, 0, 149, 100, 277, 167, 307, 230, 331, 261, 489
61nic1, non-improving cycles, 1, 72, 2293499.2485409947, 15.758714913, 0, 182, 109, 296, 155, 309, 266, 312, 247, 494
