1nic1, non-improving cycles, 1, 2428292.2788689816, 1.071603439, 19, 212, 0, 194, 205, 358, 155, 352, 298, 541
2nic1, non-improving cycles, 2, 2549644.201224421, 1.003051263, 0, 248, 7, 308, 225, 380, 130, 371, 322, 572
3nic1, non-improving cycles, 3, 2402032.242625189, 0.589064579, 6, 232, 0, 217, 184, 352, 143, 349, 277, 534
4nic1, non-improving cycles, 4, 2454105.906365299, 0.821744956, 0, 206, 38, 243, 185, 336, 213, 304, 285, 522
5nic1, non-improving cycles, 5, 2370205.370170801, 0.722785456, 0, 184, 80, 283, 161, 324, 222, 330, 253, 516
6nic1, non-improving cycles, 6, 2387517.667570486, 0.781473139, 18, 173, 0, 198, 174, 320, 139, 321, 271, 521
7nic1, non-improving cycles, 7, 2476122.7189550214, 1.261625979, 0, 122, 62, 285, 203, 325, 224, 353, 298, 525
8nic1, non-improving cycles, 8, 2298408.975959393, 0.803945379, 0, 193, 90, 296, 160, 317, 263, 318, 251, 501
9nic1, non-improving cycles, 9, 2374585.559804265, 1.880265356, 6, 201, 0, 168, 179, 328, 130, 348, 279, 515
10nic1, non-improving cycles, 10, 2330258.2360063456, 0.747129315, 0, 176, 1, 242, 162, 312, 203, 323, 256, 493
11nic1, non-improving cycles, 11, 2356048.118389159, 1.699365113, 0, 174, 2, 164, 162, 276, 129, 309, 253, 484
12nic1, non-improving cycles, 12, 2395778.200608201, 1.272049894, 0, 201, 100, 333, 181, 347, 232, 354, 282, 534
13nic1, non-improving cycles, 13, 2342475.28780481, 2.387853929, 0, 96, 79, 262, 154, 273, 216, 316, 247, 461
14nic1, non-improving cycles, 14, 2454367.932179313, 1.505137538, 40, 150, 0, 186, 200, 298, 147, 351, 294, 493
15nic1, non-improving cycles, 15, 2340640.3841881836, 1.481617, 0, 212, 29, 234, 169, 325, 174, 335, 263, 506
16nic1, non-improving cycles, 16, 2359347.3006248395, 1.835835764, 0, 221, 39, 234, 175, 336, 188, 332, 266, 521
17nic1, non-improving cycles, 17, 2377783.9675664534, 3.085819077, 0, 202, 112, 291, 174, 338, 257, 346, 266, 524
18nic1, non-improving cycles, 18, 2330420.740654127, 2.507418999, 0, 157, 53, 236, 163, 309, 206, 308, 255, 505
19nic1, non-improving cycles, 19, 2306041.8928717845, 3.712355326, 0, 170, 52, 222, 153, 299, 182, 304, 246, 492
20nic1, non-improving cycles, 20, 2307972.310626305, 6.202345994, 0, 188, 148, 307, 163, 326, 270, 324, 254, 507
21nic1, non-improving cycles, 21, 2388416.228801164, 3.736259325, 0, 132, 1, 183, 170, 301, 134, 304, 261, 485
22nic1, non-improving cycles, 22, 2333464.9597168476, 2.514966846, 0, 173, 57, 219, 151, 314, 179, 276, 244, 496
23nic1, non-improving cycles, 23, 2328801.0877149296, 2.610958837, 0, 192, 16, 225, 151, 310, 171, 314, 252, 498
24nic1, non-improving cycles, 24, 2322321.0629242193, 4.033480087, 4, 129, 0, 238, 155, 310, 148, 312, 248, 491
25nic1, non-improving cycles, 25, 2369559.1457046643, 2.625256217, 0, 161, 13, 238, 174, 324, 187, 340, 270, 513
26nic1, non-improving cycles, 26, 2314735.367941418, 4.123140359, 0, 202, 34, 226, 160, 314, 188, 307, 252, 502
27nic1, non-improving cycles, 27, 2363481.470738234, 5.093857723, 10, 183, 0, 169, 164, 285, 125, 299, 255, 468
28nic1, non-improving cycles, 28, 2372805.42246711, 3.295799902, 0, 200, 23, 226, 156, 309, 144, 330, 262, 514
29nic1, non-improving cycles, 29, 2355944.831648214, 3.635459587, 0, 177, 104, 278, 176, 321, 231, 323, 267, 513
30nic1, non-improving cycles, 30, 2345072.850370064, 5.919010378, 0, 226, 48, 246, 158, 330, 193, 315, 259, 512
31nic1, non-improving cycles, 31, 2309696.595637002, 4.238844093, 0, 162, 57, 231, 157, 313, 182, 302, 249, 497
